,common_name,scientific_name,Native,visit,year,month,day,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20
SWF-1310,Bird's-foot trefoil,Lotus corniculatus,-2,2,2018,June,15,,,,,,,,,,1,1,,,,,,,,,
SWF-1310,Lance-leaved plantain,Plantago lanceolata,-1,2,2018,June,15,,,,,,,,,,1,,,,,,,,,,
SWF-1310,Lady's sorrel,Oxalis stricta,n,2,2018,June,15,,,,,,,,,,,1,,,,,,,,,
SWF-1310,Hop clover,Trifolium aureum,-1,2,2018,June,15,,,,,,,,,,,2,,,,,,,,1,3
SWF-1310,Wild Rose,Rosa acicularis,n,2,2018,June,15,,,,,,,,,,,,,,,,,,,,
SWF-1310,Rough bedstraw,Galium asprellum,n,2,2018,June,15,,,,,,,,,,,,,,1,,,,1,,
SWF-1310,Silvery cinquefoil,Potentilla argentea,-2,2,2018,June,15,,,,,,,,,,,,,,,,,,,1,
SWF-1310,Annual fleabane,Erigeron annuus,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Queen Anne's Lace,Daucus carota,-2,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,White sweet clover,Melilotus albus,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Narrow leaved goldenrod,Euthamia graminifolia,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Yarrow,Achillea millefolium,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Purple loosestrife,Lythrum salicaria,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Heal-all,Prunella vulgaris,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Black eyed Susan,Rudbeckia hirta,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Common milkweed,Asclepias syriaca,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Wild parsnip,Pastinaca sativa,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Mugwort,Artemisia vulgaris,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Crown vetch,Securigera varia,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Bull thistle,Cirsium vulgare,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,St. John's wort,Hypericum perforatum,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Canada goldenrod,Solidago canadensis,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Aster lanceolata,Symphyotrichum lanceolatum,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,common evening primrose,Oenothera biennis,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1310,Catnip,Nepeta cataria,-2,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,No blooming,,,2,2018,June,15,100,,,,100,,,,100,,,100,100,,100,100,100,,,
SWF-1220,Wild red raspberry,Rubus idaeus,n,2,2018,June,15,,1,,,,,,,,,,,,,,,,,,
SWF-1220,Cow vetch,Vicia cracca,-1,2,2018,June,15,,3,,,,1,,,,3,,,,5,,,,1,1,
SWF-1220,Silvery cinquefoil,Potentilla argentea,-2,2,2018,June,15,,,2,,,,,,,,,,,,,,,,,
SWF-1220,Hop clover,Trifolium aureum,-1,2,2018,June,15,,,3,50,,,,80,,1,,,,,,,,,,
SWF-1220,Common chickweed,Stellaria media,-1,2,2018,June,15,,,3,,,,,,,,,,,,,,,,,
SWF-1220,White clover,Trifolium repens,-1,2,2018,June,15,,,,1,,,,,,,,,,,,,,,,
SWF-1220,Lesser stitchwort,Stellaria graminea,-2,2,2018,June,15,,,,1,,5,,1,,,,,,5,,,,2,2,1
SWF-1220,Lucerne,Medicago sativa,-1,2,2018,June,15,,,,,,1,,,,,,,,,,,,,,
SWF-1220,Rough bedstraw,Galium asprellum,n,2,2018,June,15,,,,,,1,,,,,,,,2,,,,,,
SWF-1220,Red clover,Trifolium pratense,-2,2,2018,June,15,,,,,,,2,,,,,,,,,,,,,
SWF-1220,Tall buttercup,Ranunculus acris,-2,2,2018,June,15,,,,,,,,,,2,,,,3,,,,,,
SWF-1220,Bird's-foot trefoil,Lotus corniculatus,-2,2,2018,June,15,,,,,,,,,,1,,,,,,,,2,,
SWF-1220,Poison ivy,Toxicodendron radicans,n,2,2018,June,15,,,,,,,,,,,5,,,,,,,,,
SWF-1220,Aslike clover,Trifolium hybridum,-1,2,2018,June,15,,,,,,,,,,,,,,,,,,1,,
SWF-1220,Common milkweed,Asclepias syriaca,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Lady's bedstraw,Galium verum,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Queen Anne's lace,Daucus carota,-2,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Crown vetch,Securigera varia,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Deptford pink,Dianthus armeria,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Ox-eye daisy,Leucanthemum vulgare,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Yarrow,Achillea millefolium,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Water plantain,Alisma plantago aquatica,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Field bindweed,Convolvulus arvensis,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Common St. John's wort,Hypericum perforatum,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Canada goldenrod,Solidago canadensis,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,Perennial sow thistle,Sonchus arvensis ssp. arvensis,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1220,White sweet clover,Melilotus albus,-3,2,2018,July,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,No blooming,,,2,2018,June,15,,,,,,100,100,100,100,100,100,100,,,,100,100,,,
SWF-1209,Flowering rush,Butomus umbellatus,-2,2,2018,June,15,5,,,,,,,,,,,,,,,,,,,
SWF-1209,Fragrant bedstraw,Galium triflorum,n,2,2018,June,15,,50,25,75,,,,,,,,,,,,,,50,,
SWF-1209,Cow vetch,Vicia cracca,-1,2,2018,June,15,,,,1,,,,,,,,,,,,,,1,3,1
SWF-1209,Bladder campion,Silene vulgaris,-1,2,2018,June,15,,,,2,,,,,,,,,,,,,,,,1
SWF-1209,Bird's-foot trefoil,Lotus corniculatus,-2,2,2018,June,15,,,,1,,,,,,,,,,,,,,,,
SWF-1209,Blue flag,Iris versicolor,n,2,2018,June,15,,,,,5,,,,,,,,1,,,,,,,
SWF-1209,Canada anenome,Anemone canadensis,n,2,2018,June,15,,,,,,,,,,,,,,2,90,,,,,
SWF-1209,Common gromwell,Lithospermum officinale,-1,2,2018,June,15,,,,,,,,,,,,,,,5,,,,,
SWF-1209,Canada thistle,Cirsium arvense,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Mugwort,Artemisia vulgaris,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Mayweed,Matricaria chamomilla,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Queen Annes lace,Daucus carota,-2,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Perennial sow thistle,Sonchus arvensis ssp. arvensis,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,St. John's wort,Hypericum perforatum,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Sweet White Clover,Melilotus albus,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Blueweed,Echium vulgare,-2,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Purple loosestrife,Lythrum salicaria,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Field mint,Mentha arvensis,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Marsh hedge nettle,Stachys palustris,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Broad leaved arrowhead,Sagittaria latifolia,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Water plantain,Alisma plantago aquatica,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Wild parsnip,Pastinaca sativa,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Narrow leaved goldenrod,Euthamia graminifolia,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Marsh bedstraw,Galium palustre,n,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Bull thistle,Cirsium vulgare,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Hoary alyssum,Berteroa incana,-3,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1209,Hop clover,Trifolium dubium,-1,2,2018,June,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,No blooming,,,2,2018,June,21,100,,,100,100,,,,100,,,,100,,,,100,,,
SWF-1501,Cow vetch,Vicia cracca,-1,2,2018,June,21,,2,3,,,3,25,15,,10,10,5,,1,1,,,1,1,1
SWF-1501,Rough bedstraw,Galium asprellum,n,2,2018,June,21,,10,,,,,,,,3,,5,,,,5,,1,1,1
SWF-1501,Canada anenome,Anemone canadensis,n,2,2018,June,21,,,,,,2,,,,,,,,,,,,,,
SWF-1501,Wild rose,Rosa acicularis,n,2,2018,June,21,,,,,,,,,,,,,,10,,,,,,
SWF-1501,White clover,Trifolium repens,-1,2,2018,June,21,,,,,,,,,,,,,,,1,1,,,,
SWF-1501,Common fleabane,Erigeron philadelphicus,n,2,2018,June,21,,,,,,,,,,,,,,,1,,,,,
SWF-1501,Common milkweed,Asclepias syriaca,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Purple loosestrife,Lythrum salicaria,-3,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Wild parsnip,Pastinaca sativa,-3,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Crown vetch,Securigera varia,-3,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Aslike clover,Trifolium hybridum,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Common chickweed,Stellaria media,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Broad leaved arrowhead,Sagittaria latifolia,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Swamp milkweed,Asclepias incarnata,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Aster lanceolata,Symphyotrichum lanceolatum,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,American water horehound,Lycopus americanus,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Perennial sow thistle,Sonchus arvensis ssp. arvensis,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Narrow leaved goldenrod,Euthamia graminifolia,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Queen Anne's lace,Daucus carota,-2,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Common evening primrose,Oenothera biennis,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Canada goldenrod,Solidago canadensis,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Wild cucumber vine,Echinocystis lobata,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1501,Lady's sorrel,Oxalis stricta,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,No blooming,,,2,2018,June,21,,,,,100,,,,100,,,,,,,,100,,,
SWF-1616,Marsh bedstraw,Galium palustre,n,2,2018,June,21,5,,25,50,,,,,,,,,,,,,,,,
SWF-1616,Ox-eye daisy,Leucanthemum vulgare,n,2,2018,June,21,,2,1,,,,,,,,,,,,,,,,,
SWF-1616,Cow vetch,Vicia cracca,-1,2,2018,June,21,,,,2,,1,,2,,,1,,,3,2,1,,,,2
SWF-1616,Tall buttercup,Ranunculus acris,-2,2,2018,June,21,,,,,,2,,,,,,,,,,,,,,
SWF-1616,Staghorn sumac,Rhus typhina,n,2,2018,June,21,,,,,,50,50,5,,,,,,,,,,,,
SWF-1616,Rough bedstraw,Galium asprellum,n,2,2018,June,21,,,,,,,,,,10,,1,5,1,,,,1,,
SWF-1616,White clover,Trifolium repens,-1,2,2018,June,21,,,,,,,,,,,1,,,1,,,,1,,
SWF-1616,Red clover,Trifolium pratense,-2,2,2018,June,21,,,,,,,,,,,,,,2,,,,2,1,1
SWF-1616,Lesser stitchwort,Stellaria graminea,-2,2,2018,June,21,,,,,,,,,,,,,,,1,1,,1,,1
SWF-1616,Lady's sorrel,Oxalis stricta,n,2,2018,June,21,,,,,,,,,,,,,,,,,,1,,
SWF-1616,Smooth perennial sow thistle,Sonchus arvensis ssp. uliginosus,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,Narrow leaved goldenrod,Euthamia graminifolia,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,Queen anne's lace,Daucus carota,-2,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,Aslike clover,Trifolium hybridum,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,Canada thistle,Cirsium arvense,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,Yarrow,Achillea millefolium,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,Lady's-thumb,Persicaria maculosa,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,Purple loosestrife,Lythrum salicaria,-3,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,Canada goldenrod,Solidago canadensis,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,Hop clover,Trifolium dubium,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,White sweet clover,Melilotus albus,-3,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1616,Heal-all,Prunella vulgaris,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,No blooming,,,2,2018,June,21,100,,100,100,100,,,,100,,,,100,,,,100,,100,
SWF-1206,Canada anenome,Anemone canadensis,n,2,2018,June,21,,80,,,,,,,,,,,,,,,,,,
SWF-1206,Ox-eye daisy,Leucanthemum vulgare,n,2,2018,June,21,,,,,,2,3,,,,1,1,,1,,,,,,
SWF-1206,Hop clover,Trifolium aureum,-1,2,2018,June,21,,,,,,1,1,1,,,,,,1,,,,,,
SWF-1206,Annual fleabane,Erigeron annuus,n,2,2018,June,21,,,,,,,1,,,,,,,,,,,,,
SWF-1206,Bladder campion,Silene vulgaris,-1,2,2018,June,21,,,,,,,5,,,,,,,,,,,,,
SWF-1206,White clover,Trifolium repens,-1,2,2018,June,21,,,,,,,1,,,,,,,,,,,,,
SWF-1206,Bird's-foot trefoil,Lotus corniculatus,-2,2,2018,June,21,,,,,,,3,1,,1,20,1,,5,3,1,,,,
SWF-1206,Common milkweed,Asclepias syriaca,n,2,2018,June,21,,,,,,,,,,3,,,,,2,,,,,
SWF-1206,Cow vetch,Vicia cracca,-1,2,2018,June,21,,,,,,,,,,,3,25,,2,5,25,,2,,1
SWF-1206,Silvery cinquefoil,Potentilla argentea,-2,2,2018,June,21,,,,,,,,,,,,,,,1,,,,,
SWF-1206,False spiraea,Sorbaria sorbifolia,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Queen Annes lace,Daucus carota,-2,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Curly ragweed,Ambrosia artemisiifolia,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Deptford pink,Dianthus armeria,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,White sweet clover,Melilotus albus,-3,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,St. John's wort,Hypericum perforatum,-3,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Wild parsnip,Pastinaca sativa,-3,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Canada goldenrod,Solidago canadensis,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Aster lanceolata,Symphyotrichum lanceolatum,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Perennial sow thistle,Sonchus arvensis ssp. arvensis,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Narrow leaved goldenrod,Euthamia graminifolia,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Canada thistle,Cirsium arvense,-1,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Clammy ground cherry,Physalis heterophylla,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Lady's sorrel,Oxalis stricta,n,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1206,Blueweed,Echium vulgare,-2,2,2018,June,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1428,No blooming,,,2,2018,June,22,100,,,,100,,,,100,,,,100,,,,100,,,
SWF-1428,Marsh bedstraw,Galium palustre,n,2,2018,June,22,,25,25,,,,,,,,,,,,,,,,,
SWF-1428,Cow vetch,Vicia cracca,-1,2,2018,June,22,,,1,5,,,5,,,2,,1,,25,50,10,,1,50,
SWF-1428,Staghorn sumac,Rhus typhina,n,2,2018,June,22,,,,,,100,100,,,,,,,,,,,,,
SWF-1428,White clover,Trifolium repens,-1,2,2018,June,22,,,,,,,,95,,,,,,,,1,,,,5
SWF-1428,Red clover,Trifolium pratense,-2,2,2018,June,22,,,,,,,,1,,,,,,,,10,,,,5
SWF-1428,Bird's-foot trefoil,Lotus corniculatus,-2,2,2018,June,22,,,,,,,,3,,,,,,,,,,,,2
SWF-1428,Hop clover,Trifolium aureum,-1,2,2018,June,22,,,,,,,,1,,,,,,,,,,,,1
SWF-1428,Common fleabane,Erigeron philadelphicus,n,2,2018,June,22,,,,,,,,,,1,2,,,,,,,,,
SWF-1428,Canada thistle,Cirsium arvense,-1,2,2018,June,22,,,,,,,,,,1,1,,,,,,,,,
SWF-1428,Ox-eye daisy,Leucanthemum vulgare,n,2,2018,June,22,,,,,,,,,,,1,3,,,,,,,,
SWF-1428,Mayweed,Matricaria chamomilla,-1,2,2018,June,22,,,,,,,,,,,1,,,,,,,,,
SWF-1428,Alep avens,Geum aleppicum,n,2,2018,June,22,,,,,,,,,,,,1,,,,,,,,
SWF-1428,Annual fleabane,Erigeron annuus,n,2,2018,June,22,,,,,,,,,,,,2,,1,,,,,,
SWF-1428,Curly ragweed,Ambrosia artemisiifolia,n,2,2018,June,22,,,,,,,,,,,,,,,,,,,5,
SWF-1428,Bladder campion,Silene vulgaris,-1,2,2018,June,22,,,,,,,,,,,,,,,,,,,,2
SWF-1428,Queen anne's lace,Daucus carota,-2,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1428,Wild parsnip,Pastinaca sativa,-3,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1428,Lucerne,Medicago sativa,-1,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWF-1428,Canada goldenrod,Solidago canadensis,n,2,2018,June,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
